message_id,po_number,item_number,supplier_id,direction,subject,body,sent_date,received_date,sentiment,extracted_commit_date,extracted_qty,source_system
MSG000000139,4500000040,00010,S100002,OUTBOUND,PO 4500000040 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-16,,urgent,2026-07-08,0,OUTLOOK
MSG000000140,4500000041,00010,S100014,INBOUND,PO 4500000041 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-05-09 due to capacity constraints.,2026-05-17,2026-05-17,concerned,2026-05-09,75,REGRELLO
MSG000000141,4500000041,00020,S100014,OUTBOUND,PO 4500000041 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-20,,urgent,2026-02-19,0,REGRELLO
MSG000000142,4500000041,00030,S100014,INBOUND,PO 4500000041 Item 00030 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-15,2026-05-28,neutral,2026-05-10,581,OUTLOOK
MSG000000143,4500000042,00010,S100038,OUTBOUND,PO 4500000042 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-13,,negative,2026-07-07,1472,OUTLOOK
MSG000000144,4500000042,00020,S100038,INBOUND,PO 4500000042 Item 00020 - Promised Late,Supplier advised revised delivery date of 2026-07-04 due to capacity constraints.,2026-05-17,2026-05-24,concerned,2026-07-04,192,OUTLOOK
MSG000000145,4500000042,00030,S100038,INBOUND,PO 4500000042 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-13,2026-05-22,urgent,2026-06-08,2929,OUTLOOK
MSG000000146,4500000043,00010,S100008,OUTBOUND,PO 4500000043 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-25,,concerned,2026-04-26,631,GMAIL
MSG000000147,4500000043,00020,S100008,OUTBOUND,PO 4500000043 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,,positive,2026-04-24,1672,REGRELLO
MSG000000148,4500000043,00030,S100008,INBOUND,PO 4500000043 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-04-26 due to capacity constraints.,2026-05-26,2026-05-14,concerned,2026-04-26,32,GMAIL
MSG000000149,4500000045,00010,S100049,OUTBOUND,PO 4500000045 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-28,,concerned,2026-03-31,227,OUTLOOK
MSG000000150,4500000046,00010,S100006,OUTBOUND,PO 4500000046 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,,neutral,2026-05-23,265,REGRELLO
MSG000000151,4500000046,00020,S100006,OUTBOUND,PO 4500000046 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-04-06,0,GMAIL
MSG000000152,4500000046,00030,S100006,OUTBOUND,PO 4500000046 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-25,,urgent,2026-06-15,0,REGRELLO
MSG000000153,4500000046,00040,S100006,OUTBOUND,PO 4500000046 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,,urgent,2026-06-13,1151,GMAIL
MSG000000154,4500000046,00050,S100006,OUTBOUND,PO 4500000046 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,,concerned,2026-04-05,645,GMAIL
MSG000000155,4500000046,00060,S100006,INBOUND,PO 4500000046 Item 00060 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-16,2026-05-20,negative,,449,REGRELLO
MSG000000156,4500000046,00070,S100006,INBOUND,PO 4500000046 Item 00070 - Partial,Supplier response received; details require buyer review.,2026-05-20,2026-05-26,negative,2026-05-12,47,PORTAL
MSG000000157,4500000047,00020,S100017,INBOUND,PO 4500000047 Item 00020 - Promised Late,Supplier advised revised delivery date of 2026-03-31 due to capacity constraints.,2026-05-27,2026-05-20,concerned,2026-03-31,1198,OUTLOOK
MSG000000158,4500000048,00030,S100032,INBOUND,PO 4500000048 Item 00030 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-28,2026-05-21,negative,,271,REGRELLO
MSG000000159,4500000048,00040,S100032,INBOUND,PO 4500000048 Item 00040 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-14,2026-05-25,negative,,16,PORTAL
MSG000000160,4500000049,00010,S100028,OUTBOUND,PO 4500000049 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,,positive,2026-04-15,223,GMAIL
MSG000000161,4500000049,00030,S100028,OUTBOUND,PO 4500000049 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,,negative,2026-03-26,995,OUTLOOK
MSG000000162,4500000050,00010,S100044,INBOUND,PO 4500000050 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-23,2026-05-26,concerned,2026-04-30,68,REGRELLO
MSG000000163,4500000050,00020,S100044,OUTBOUND,PO 4500000050 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-15,,urgent,2026-06-03,39,PORTAL
MSG000000164,4500000050,00030,S100044,INBOUND,PO 4500000050 Item 00030 - Price Dispute,Supplier response received; details require buyer review.,2026-05-13,2026-05-27,neutral,2026-06-28,25,GMAIL
MSG000000165,4500000050,00040,S100044,OUTBOUND,PO 4500000050 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-05-15,0,REGRELLO
MSG000000166,4500000050,00060,S100044,INBOUND,PO 4500000050 Item 00060 - Promised Late,Supplier advised revised delivery date of 2026-05-21 due to capacity constraints.,2026-05-26,2026-05-16,concerned,2026-05-21,1008,OUTLOOK
MSG000000167,4500000051,00010,S100045,INBOUND,PO 4500000051 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-13,2026-05-21,negative,,9,GMAIL
MSG000000168,4500000052,00020,S100011,OUTBOUND,PO 4500000052 Item 00020 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-28,,urgent,2026-03-31,662,REGRELLO
MSG000000169,4500000052,00030,S100011,OUTBOUND,PO 4500000052 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-25,,urgent,2026-04-04,0,GMAIL
MSG000000170,4500000052,00040,S100011,INBOUND,PO 4500000052 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-07-19 due to capacity constraints.,2026-05-18,2026-05-24,concerned,2026-07-19,109,GMAIL
MSG000000171,4500000052,00050,S100011,OUTBOUND,PO 4500000052 Item 00050 - Price Dispute,Supplier response received; details require buyer review.,2026-05-22,,concerned,2026-05-09,873,REGRELLO
MSG000000172,4500000052,00070,S100011,INBOUND,PO 4500000052 Item 00070 - Promised Late,Supplier advised revised delivery date of 2026-06-08 due to capacity constraints.,2026-05-15,2026-05-24,concerned,2026-06-08,57,GMAIL
MSG000000173,4500000053,00010,S100021,INBOUND,PO 4500000053 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-03-14 due to capacity constraints.,2026-05-18,2026-05-23,concerned,2026-03-14,808,GMAIL
MSG000000174,4500000053,00030,S100021,INBOUND,PO 4500000053 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-25,2026-05-21,concerned,2026-03-09,502,PORTAL
MSG000000175,4500000053,00050,S100021,INBOUND,PO 4500000053 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,2026-05-13,positive,2026-04-24,112,REGRELLO
MSG000000176,4500000053,00060,S100021,OUTBOUND,PO 4500000053 Item 00060 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-24,,urgent,2026-04-19,0,OUTLOOK
MSG000000177,4500000053,00070,S100021,OUTBOUND,PO 4500000053 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-22,,positive,2026-04-01,25,REGRELLO
MSG000000178,4500000054,00010,S100028,OUTBOUND,PO 4500000054 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-26,,urgent,2026-05-01,34,REGRELLO
MSG000000179,4500000054,00020,S100028,OUTBOUND,PO 4500000054 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-24,,urgent,2026-06-17,0,GMAIL
MSG000000180,4500000054,00030,S100028,INBOUND,PO 4500000054 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-25,2026-05-23,positive,2026-06-05,176,OUTLOOK
MSG000000181,4500000054,00040,S100028,INBOUND,PO 4500000054 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-06-12 due to capacity constraints.,2026-05-17,2026-05-19,concerned,2026-06-12,38,GMAIL
MSG000000182,4500000054,00050,S100028,INBOUND,PO 4500000054 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,2026-05-20,neutral,2026-05-08,181,GMAIL
MSG000000183,4500000054,00060,S100028,INBOUND,PO 4500000054 Item 00060 - Promised Late,Supplier advised revised delivery date of 2026-07-08 due to capacity constraints.,2026-05-15,2026-05-13,concerned,2026-07-08,7,GMAIL
MSG000000184,4500000055,00010,S100038,INBOUND,PO 4500000055 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-20,2026-05-15,negative,2026-07-21,145,PORTAL
MSG000000185,4500000055,00020,S100038,OUTBOUND,PO 4500000055 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-06-03,0,PORTAL
MSG000000186,4500000055,00030,S100038,INBOUND,PO 4500000055 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-20,2026-05-19,concerned,2026-05-19,39,PORTAL
MSG000000187,4500000055,00050,S100038,OUTBOUND,PO 4500000055 Item 00050 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-14,,urgent,2026-05-26,117,OUTLOOK
MSG000000188,4500000056,00010,S100012,INBOUND,PO 4500000056 Item 00010 - Price Dispute,Supplier response received; details require buyer review.,2026-05-21,2026-05-19,positive,2026-04-19,1152,REGRELLO
MSG000000189,4500000056,00020,S100012,OUTBOUND,PO 4500000056 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,,negative,2026-04-13,24,PORTAL
MSG000000190,4500000057,00010,S100017,INBOUND,PO 4500000057 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,2026-05-24,urgent,2026-05-08,455,GMAIL
MSG000000191,4500000057,00030,S100017,OUTBOUND,PO 4500000057 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-22,,concerned,2026-06-09,607,REGRELLO
MSG000000192,4500000057,00050,S100017,OUTBOUND,PO 4500000057 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-16,,urgent,2026-04-13,0,REGRELLO
MSG000000193,4500000057,00060,S100017,INBOUND,PO 4500000057 Item 00060 - Partial,Supplier response received; details require buyer review.,2026-05-15,2026-05-17,concerned,2026-04-07,19,OUTLOOK
MSG000000194,4500000057,00070,S100017,OUTBOUND,PO 4500000057 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-20,,urgent,2026-04-16,12,OUTLOOK
MSG000000195,4500000058,00020,S100033,OUTBOUND,PO 4500000058 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-24,,urgent,2026-05-05,0,PORTAL
MSG000000196,4500000058,00030,S100033,INBOUND,PO 4500000058 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-19,2026-05-25,positive,2026-06-14,110,GMAIL
MSG000000197,4500000059,00030,S100039,OUTBOUND,PO 4500000059 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-06-12,0,REGRELLO
MSG000000198,4500000059,00050,S100039,INBOUND,PO 4500000059 Item 00050 - Promised Late,Supplier advised revised delivery date of 2026-09-03 due to capacity constraints.,2026-05-25,2026-05-28,concerned,2026-09-03,113,GMAIL
MSG000000199,4500000059,00060,S100039,OUTBOUND,PO 4500000059 Item 00060 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-07-20,0,PORTAL
MSG000000200,4500000059,00070,S100039,INBOUND,PO 4500000059 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-22,2026-05-22,concerned,2026-06-28,38,REGRELLO
MSG000000201,4500000060,00010,S100028,OUTBOUND,PO 4500000060 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-13,,urgent,2026-02-22,0,PORTAL
MSG000000202,4500000061,00010,S100031,OUTBOUND,PO 4500000061 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,,negative,2026-03-11,159,GMAIL
MSG000000203,4500000061,00020,S100031,OUTBOUND,PO 4500000061 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-24,,urgent,2026-04-02,0,GMAIL
MSG000000204,4500000061,00030,S100031,OUTBOUND,PO 4500000061 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-24,,urgent,2026-02-14,0,OUTLOOK
MSG000000205,4500000061,00050,S100031,INBOUND,PO 4500000061 Item 00050 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-20,2026-05-25,negative,2026-04-22,611,PORTAL
MSG000000206,4500000062,00010,S100019,INBOUND,PO 4500000062 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-17,2026-05-26,negative,2026-06-09,360,PORTAL
MSG000000207,4500000062,00030,S100019,OUTBOUND,PO 4500000062 Item 00030 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-19,,concerned,2026-08-17,22,PORTAL
MSG000000208,4500000062,00040,S100019,OUTBOUND,PO 4500000062 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,,concerned,2026-08-17,457,PORTAL
MSG000000209,4500000062,00050,S100019,OUTBOUND,PO 4500000062 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-07-10,0,GMAIL
MSG000000210,4500000062,00060,S100019,INBOUND,PO 4500000062 Item 00060 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-17,2026-05-23,negative,,121,GMAIL
MSG000000211,4500000063,00010,S100028,OUTBOUND,PO 4500000063 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-23,,positive,2026-08-17,142,PORTAL
MSG000000212,4500000063,00040,S100028,OUTBOUND,PO 4500000063 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-08-19,0,GMAIL
MSG000000213,4500000063,00050,S100028,OUTBOUND,PO 4500000063 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,,positive,2026-05-29,30,PORTAL
MSG000000214,4500000063,00060,S100028,INBOUND,PO 4500000063 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,2026-05-15,urgent,2026-06-18,89,REGRELLO
MSG000000215,4500000063,00070,S100028,OUTBOUND,PO 4500000063 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,,negative,2026-08-19,93,REGRELLO
MSG000000216,4500000064,00010,S100007,INBOUND,PO 4500000064 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-27,2026-05-27,urgent,2026-06-27,29,PORTAL
MSG000000217,4500000064,00020,S100007,INBOUND,PO 4500000064 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-13,2026-05-17,negative,2026-08-01,223,GMAIL
MSG000000218,4500000064,00030,S100007,INBOUND,PO 4500000064 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-22,2026-05-19,urgent,2026-07-04,2877,PORTAL
MSG000000219,4500000064,00050,S100007,INBOUND,PO 4500000064 Item 00050 - Partial,Supplier response received; details require buyer review.,2026-05-22,2026-05-16,positive,2026-06-12,514,GMAIL
MSG000000220,4500000065,00010,S100028,INBOUND,PO 4500000065 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-27,2026-05-16,neutral,2026-03-05,36,REGRELLO
MSG000000221,4500000066,00010,S100044,OUTBOUND,PO 4500000066 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-15,,neutral,2026-04-11,500,GMAIL
MSG000000222,4500000066,00040,S100044,OUTBOUND,PO 4500000066 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-03-22,0,OUTLOOK
MSG000000223,4500000066,00050,S100044,OUTBOUND,PO 4500000066 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,,urgent,2026-02-27,31,GMAIL
MSG000000224,4500000066,00060,S100044,INBOUND,PO 4500000066 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,2026-05-28,neutral,2026-04-19,265,PORTAL
