recommendation_id,exception_id,agent_name,confidence_score,recommended_action,draft_subject,draft_message,approval_status,created_on
AR00000111,EX00000111,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000024,"Hello, please provide an update for PO 4500000024 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000112,EX00000112,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000024,"Hello, please provide an update for PO 4500000024 item 00040. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00000113,EX00000113,PO_OVERDUE_AGENT,0.92,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000024,"Hello, please provide an update for PO 4500000024 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000114,EX00000114,PO_OVERDUE_AGENT,0.88,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000024,"Hello, please provide an update for PO 4500000024 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000115,EX00000115,SUPPLIER_ACK_AGENT,0.76,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000024,"Hello, please provide an update for PO 4500000024 item 00050. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000116,EX00000116,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000024,"Hello, please provide an update for PO 4500000024 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000117,EX00000117,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000024,"Hello, please provide an update for PO 4500000024 item 00070. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000118,EX00000118,PART_AVAILABILITY_AGENT,0.86,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000025,"Hello, please provide an update for PO 4500000025 item 00010. Review PO line status and remove from supply if cancelled.",PENDING,2026-05-28
AR00000119,EX00000119,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000025,"Hello, please provide an update for PO 4500000025 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000120,EX00000120,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000025,"Hello, please provide an update for PO 4500000025 item 00030. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00000121,EX00000121,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000025,"Hello, please provide an update for PO 4500000025 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000122,EX00000122,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000025,"Hello, please provide an update for PO 4500000025 item 00040. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00000123,EX00000123,PO_OVERDUE_AGENT,0.88,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000026,"Hello, please provide an update for PO 4500000026 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00000124,EX00000124,SUPPLIER_ACK_AGENT,0.92,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000027,"Hello, please provide an update for PO 4500000027 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000125,EX00000125,SUPPLIER_ACK_AGENT,0.89,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000027,"Hello, please provide an update for PO 4500000027 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000126,EX00000126,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000027,"Hello, please provide an update for PO 4500000027 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000127,EX00000127,SUPPLIER_ACK_AGENT,0.9,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000028,"Hello, please provide an update for PO 4500000028 item 00020. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00000128,EX00000128,SUPPLIER_ACK_AGENT,0.72,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000028,"Hello, please provide an update for PO 4500000028 item 00020. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00000129,EX00000129,SUPPLIER_ACK_AGENT,0.78,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000028,"Hello, please provide an update for PO 4500000028 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000130,EX00000130,SUPPLIER_ACK_AGENT,0.96,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000028,"Hello, please provide an update for PO 4500000028 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000131,EX00000131,SUPPLIER_ACK_AGENT,0.71,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000028,"Hello, please provide an update for PO 4500000028 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00000132,EX00000132,SUPPLIER_ACK_AGENT,0.8,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000028,"Hello, please provide an update for PO 4500000028 item 00040. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000133,EX00000133,SUPPLIER_ACK_AGENT,0.79,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000028,"Hello, please provide an update for PO 4500000028 item 00040. Request split shipment or alternate source review.",REJECTED,2026-05-28
AR00000134,EX00000134,PO_OVERDUE_AGENT,0.74,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000029,"Hello, please provide an update for PO 4500000029 item 00040. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00000135,EX00000135,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000029,"Hello, please provide an update for PO 4500000029 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000136,EX00000136,SUPPLIER_ACK_AGENT,0.84,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000029,"Hello, please provide an update for PO 4500000029 item 00060. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000137,EX00000137,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000138,EX00000138,PO_OVERDUE_AGENT,0.71,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000139,EX00000139,PO_OVERDUE_AGENT,0.74,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00000140,EX00000140,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00000141,EX00000141,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000142,EX00000142,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00030. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00000143,EX00000143,SUPPLIER_ACK_AGENT,0.9,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00040. Send acknowledgement reminder and escalate if no response in 24 hours.",REJECTED,2026-05-28
AR00000144,EX00000144,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000145,EX00000145,PO_OVERDUE_AGENT,0.92,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000146,EX00000146,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000147,EX00000147,PO_OVERDUE_AGENT,0.79,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000148,EX00000148,PO_OVERDUE_AGENT,0.8,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000030,"Hello, please provide an update for PO 4500000030 item 00070. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000149,EX00000149,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000031,"Hello, please provide an update for PO 4500000031 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000150,EX00000150,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000031,"Hello, please provide an update for PO 4500000031 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000151,EX00000151,SUPPLIER_ACK_AGENT,0.72,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000031,"Hello, please provide an update for PO 4500000031 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00000152,EX00000152,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000031,"Hello, please provide an update for PO 4500000031 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00000153,EX00000153,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000032,"Hello, please provide an update for PO 4500000032 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00000154,EX00000154,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000032,"Hello, please provide an update for PO 4500000032 item 00020. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00000155,EX00000155,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000032,"Hello, please provide an update for PO 4500000032 item 00030. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
